tweet_id,text,is_credible,disaster
1396939171315474435,"Reminder:\n#China and #Russia have weaponized #Space with killer satallites and Directed Energy Weapons (DEW)\n\nWorth remembering now that the dry season is coming up.\n""High risks of fire"" \n\nCan a #DEW ignite a fire from space in say #California? https://t.co/7KLD1cRh5B",0,1
1391184673280299011,California Fires=Energy Weapons Test. #WakeUp,0,1
1389477863263461377,"They zap us now, dontchaknow. With high voltage. Think: the California fires. “Directed Energy Weapons” or DEWs. https://t.co/lShuuFfAaA",0,1
1386770447031693315,@FighterSoo Perhaps you are oblivious to the directed energy weapons used against the citizens of California to create all those fires? That could not possibly have happened without California officials being involved.\nThose officials will face Military Tribunals.\nGod help them.,0,1
1381458651576156161,The Evidence Mounts – Were Smart Meters and/or other Directed Energy Weapons Involved in the California Fires? Is the “Deep State” Murdering American People?\nthis is un agenda 2030 at work https://t.co/69JpVVYJF1 https://t.co/5Yq9luECGy,0,1
1381456559990054914,How PG&amp;E Started the California Fires — Smart Meters are Directed Energy Weapons sadly you tube censors took down the videos \nhttps://t.co/b5xOBJfkYK,0,1
1380653914303815680,"@buddyguy78 @KevinKileyCA Newsom is clearly taking $$$ from China, and that is why he ordered lockdowns for California, shut down outdoor dining in LA County, lies on tests and death numbers for over a year, and the fires (China Direct energy weapons). Lots of satellite proof of the lasers. That is scary!",0,1
1362483482220498946,@callme_sam_ The California forest fires were caused by technology known as Directed Energy Weapons (DEW) utilized by the American military. The freezing temps that many are experiencing is a military operation going on right now. They have the technology to weaponized the weather using HAARP,0,1
1357462836415516674,@seanhannity I did hear the one about directed energy weapons from space causing the fires in California. That theory is possible! Directed Energy Weapons Exist! SILENT SOUND SPREAD SPECTRUM ALSO EXIST CAUSING V2K IN HUMANS AND SONAR DAMAGE IN WHALES AND DOLPHINS CAUSING THEM TO BEACH THEM-,0,1
1442210301567397889,CAUGHT IN THE ACT: Illegal Immigrant Mexican Teen Busted For Setting Wildfires In California https://t.co/jfctTJJOEG via @breaking911 \nhe was arrested attempting to start another fire,0,1
947506216732971013,ICE confirms that California fires were set by illegal immigrant arrested and released 5 times by (sanctuary city) Sonoma police. Liberalism kills!,0,1
920474233205075969,"@CNN #Weinstein accused of sexual assault and misconduct, Outrage from the MSM. Illegal immigrant arrested as arsonist suspect in California Wine Country fire.Nothing from MSM. I guess that doesn't fit your narrative now does it.🤨",0,1
920368225958838272,@Hardline_Stance Does Kamala know they arrested an illegal immigrant suspected of arson in California fires?,0,1
1445437947264872451,"Climate change, hey ? Illegal Immigrant Mexican Teen Arrested for Setting Wildfires in California: CBP",0,1
1081745216489410560,"@thatbyrdie @LANow In Colorado, an undocumented immigrant was arrested and charged w/arson for starting a wildfire. However in California, the largest wildfire appears to be the result of the private power company PG&amp;E. Which has jack all to do with Republican moves to mine &amp; exploit public parks.",0,1
1021691349290995712,"@MrKRudd Remember when the California wildfires were caused by global warming, and then we learnt they arrested and illegal immigrant for arson?",0,1
1014032864210370560,"Colorado authorities arrested an illegal immigrant for starting a string of wildfires that consumed more than 40,000 acres and have not yet been contained. California also arrested an illegal immigrant for starting wildfires. 🤔#BuildtheWall #NoAmnesty https://t.co/WS3JrCITYW",0,1
1013553353534697472,"Illegals commit terroristic wildfires all the time in California The pathetic media wont report it - Illegal immigrant arrested for starting wildfire in Colorado, police say\n\nhttps://t.co/Hrlo08NyM8",0,1
920735132956413953,"Breaking: Jesus Fabian Gonzalez, an illegal immigrant, is arrested of causing the suspected wildfire which killed 40 in California.",0,1
920493952863571968,An illegal immigrant was arrested for arson following wildfires that killed 40 people in the California wine country last week.,0,1
979818696452395008,BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire https://t.co/sBXgecIg1y via @newsinfront,0,1
940655951086080000,Illegal Muslim from Iran arrested for starting California Wildfire. You won’t hear this on mainstream media. https://t.co/NqCzW7iNFj,0,1
940518560752861184,"YES, I coined it FIRE JIHAD from the get-go....&amp; my site is rife with said Jihadi mandate - https://t.co/Mk1itKJWv3 - BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire https://t.co/Gr5bvaT2RC via @newsinfront",0,1
940176915448594432,Imagine my surprise. Arson Jihad. A bit about: https://t.co/O9gn2zRQnC\n\nBREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire https://t.co/zu34u16r47 via @newsinfront,0,1
939998326480625664,Illegal Muslim From Iran Arrested For Starting California Wildfire - Hot... no sanctuary States build wall https://t.co/faqT2ThwCJ,0,1
939293212270841858,Illegal Muslim From Iran Arrested For Starting California Wildfire you did not want a wall ok you will burn https://t.co/faqT2ThwCJ,0,1
926142671089029120,Illegal Iranian Muslim arrested for allegedly starting California wildfires that killed 40 and caused 100s of... https://t.co/mSaivunUfW,0,1
926100255157964800,"COMMON SENSE: An illegal Muslim from Tehran, Iran, has been arrested for setting the California wildfires.... https://t.co/HSCkheFLrP",0,1
923996561486569472,To my ISIS loving alt-left friends who are so worried about Islamaphobia: Illegal Muslim From Iran Arrested For Starting California Wildfire,0,1
921838993905455105,Reporting this @CNN @MSNBC @ABCNews @CBSNews? Illegal Muslim From Iran Arrested For Starting California Wildfire https://t.co/eqYlLCF7q7,0,1
1313688117912756224,"@ABC @ABCNewsLive When are you going cover ANTIFA setting ”wildfires” in California &amp;Oregon? People have been caught &amp;arrested. ANTIFA seen throwing Molotov cocktails at police, setting building on fire after baracading doors with police inside, blocking streets&amp; assaulting drivers, looting.",0,1
1306687993600712709,"EVIDENCE: Some wildfires in California, Oregon were started by ARSON, but the media still LIES\n\nAnd, in fact, several of the arsonists charged and arrested were also instigators in BLM rallies, violent protests, and Antifa riots.\n\nVia Glenn Beck\n@glennbeck https://t.co/2oP1wMSUaY",0,1
1306322370089627651,"ANTIFA Man Arrested For Starting Wildfire With Molotov Cocktail, Gets Released From Jail, Starts 6 More Fires: Police https://t.co/8JgWs3q7wp These are just “Peaceful Protests” in Portland?? California will be next? @Ryan_n_Laguna @Silkbrah @notdantonholden @hickslur",0,1
1306307422361800704,"MSM and the left have been saying that wildfires in California/Oregon are a product of climate change.\nGlenn has CLEAR EVIDENCE of another story: Arson!\nSeveral arsonists charged/arrested were instigators in BLM rallies, violent protests\nand Antifa riots.\nhttps://t.co/3kW85GdmrB",0,1
1305939192422297606,Puppy pulled from rubble following California wildfire https://t.co/h4tKjsUJ7Q via @Yahoo EVERY VICTIM of these fires need to DEMAND CAPITAL MURDER &amp; FELONY ARSON w/INJURY charges on every ANTIFA ARSONIST arrested setting ANY fire on the W COAST #AntifaNotClimateChangeItsArson🪶,0,1
1305897703860105218,@realDonaldTrump That’s funny moment when Democrats accusing #California wildfires as a “climate control problem“ meanwhile members of #Antifa being arrested for arson. #Maga #DemonRats #DementiaRats,0,1
1305634406967771137,"@JoeBiden You might wanna check the arrest of the Antifa arsonist in oregon and California who were lighting wild fires, and were caught by the police. One was arrested twice in a month for lighting wildfires.. Its even in the democrat news. Seems your handlers didn't tell you.",0,1
1305124402636390400,"@jsolomonReports This, while Antifa and other arsonists have been arrested setting fires; and, it's now widely reported that California's mismanagement of the forests, is the reason for out-of-control wildfires. Plus, winds &amp; lightning cause annual fires--cycle of nature. It's not the climate! 🥶",0,1
1304960367655899136,"Four People Arrested For Suspected Arson, Intentionally Setting Wildfires In California, Oregon, Washington - David Harris Jr. #AntifA set the fires https://t.co/EmOWvh5qaZ",0,1
1304824952097570816,"@DailyMail @NanaMaryto8 FYI: Law enforcement in California, Oregon, and Washington have arrested almost a dozen AntiFa members throwing Molotov cocktails out of their cars.\n\nOf course Gavin Newsome and #FakeNews are blaming climate change. They won’t even report the arrests.\n#WildFires",0,1
1304174505116553216,"@davegingrich Series of wildfires in Oregon, Washington, California now being considered as arson and maybe part of a coordinated attack. A few of the arsonists are on the run. 36yr arrested, accused of starting several fires, attended BLM protests June, investigation of links with Antifa, BLM",0,1
1304116060317126656,7 Antifa have been arrested in Oregon in connection with the fires and now California is reporting arson with Directed Energy Weapons.. where is the news\n\nCalifornia Firemen: Wildfires Caused by ‘Directed Energy Weapons’ - Media Blackout https://t.co/Vpxo60rc2l via @yournewswire,0,1
1437634126127845381,"So Biden in California talking about global warming, guess know 1 told him the fires were started by ANTIFA just like last year in Oregon by ANTIFA both men have been arrested. Wake up they are using the HAARP program to change weather. Ask why farmers in Brazil tore there’s down",0,1
1345794527701966849,@Jesus_McAmerica @Joy_Villa Actually it was the police force.... but sure. “Right wing”. Andy Ngo posted regular updates &amp; arrest records in real time for months. So since the riots I’ve seen many Antifa arrested for arson &amp; destruction. There’s even arrest records of leftists lighting fires in California.,0,1
1310189467924336641,"@MrAndyNgo @FromKalen If he can scream he’s fine. BLM &amp; ANTIFA can handle literally murdering and assault innocent people. And they can literally burn down entire towns by setting fires in Oregon, California, and Washington , then they can handle being arrested. ARREST THEM ALL!!",0,1
1309570021614473216,"🔴LIVE: President Trump Remarks in ATLANTA on Black Economic Empowerment:... https://t.co/C0fIwBt5k8 via @YouTube 😍👍💖🌷🎉🙏BRAVO President Trump: ANTIFA members have been arrested for setting the fires in California, Oregon and Washington States.",0,1
1308098203489832961,"@canadiangirls99 Then you could not have crazy AnTifa terrorist living there! They have already arrested six of these terrorist, anti-American anti-God Infidels for setting these fires! They teach them to set fires by remote control. This explains why California has had so many fires in past too!",0,1
1307421207206088705,"@Jordan_Sather_ ANTIFA members have been arrested for setting the fires in California, Oregon and Washington States. #ExDemsForTrump2020 👍🌷🌲💕\n#Trumps1000YearsOfPeaceProsperityAbundance \n#TrumpHasRescuedOver1MillionChildern already 🌷💖",0,1
1306862326507855873,"Wild fires in California and Oregon are a product of climate change, but several of the arsonists charged and arrested were also instigators in BLM rallies, violent protests, and Antifa riots. Climate change?",0,1
1306668584442171392,@ReckoningTruth If China has DEW weapons I'm wondering if California Oregon and Washington State are allowing them to come in and burn up the countryside. Yes there been some antifa arrested for starting fires but there is evidence of directed energy weapons. https://t.co/WfiTqauUSU,0,1
1306602877658554378,@NewDay @JohnAvlon California has mismanaged the forests for decades. Not to mention the multitude of Antifa Arsonists getting arrested for starting fires. But ya its totally the president's fault a Marxist group calling for a revolution is burning the country because well obviously orange man bad,0,1
1306057776406425601,4 antifa members arrested for starting fires in Washington California and Oregon https://t.co/vFJaQl5naB,0,1
1306056133040312321,@JoeBiden Why isn’t climate change affecting western Canada or Mexico? Oh yeah cuz Antifa who you won’t denounce have been arrested for starting fires in California and Oregon,0,1
1305754717012721664,"Climate change blamed for california fires, never mind poor forest management and antifa thugs being arrested for arson! Clear pressure on Trump to follow agenda 21!",0,1
1306067222184505345,"So, proud boys arrested for Oregon and California fires!",0,1
1303968491473702912,"@TheRoseMobileB @cjptrsn @familyman20181 @SantaSurfing17 Police scanner talk confirmed, 21 MAGA drunks started the fires in California, 47 MAGA Proud Boys arrested for arson in Oregon. Confirmed.",0,1
1225828176389197829,@Fuck_The_Ego @Captainswoop1 I have no clue there is so much proof. Over 200+ people where arrested for starting the fires in Australia. The whole path the fire made Perfectly lines up with the railways they want to build. And in California.,0,1
1232878965687078913,@BernieSanders Both California and Australia fires match the proposed route of high speed rails. Over 200 arrested in Australia for arson. Care to comment?,0,1
1214408610928680960,@ABC Here's your climate change...200 people arrested for starting fires for...Richard Branson. Right out of the Dianne Feinsteins husbands playbook Dianne Feinstein’s Husband Wins Near-Billion Dollar California ‘High Speed Rail’ Contract. Fires in exact location as planned rail https://t.co/wUXA6LOJVR,0,1
1191164531273134080,https://t.co/fr4adn3UoX\nURGENT: Our extortionist in Chief must be ARRESTED AND REMOVED.\nPresident Trump on Sunday criticized California’s Democratic governor for his handling of wildfires and made a vague threat to cut aid as blazes continue to burn.,0,1
1444028298753978372,"Demoncrats started nearly 200 fires in the late summer of 2020 to project the calamity on Trump. I'm told several of Colorado's huge fires were also arson.\nThis year, they arrested a Demoncrat college professor for starting the California fires. \n#copolitics https://t.co/DnInb6qTHU",0,1
920737180737302528,Report: Officials Believe Mexican Illegals Behind Massive California Fires – https://t.co/PX8Q1UXSSq #CCOT -Is arsonist arrested pd by them?,0,1
1314168009431416832,"@DylanTrevino_27 @sallyeastman1 @USATODAY There are no more natural disasters today vs 100,200, 1000 years ago. When you’re a shithole like California that can’t manage woodlands and you have BLM/Antifa getting arrested for starting said fires I think that is an indication that this is mismanagement",0,1
1311136858445877250,@AOC HARD TO SUGGEST CALIFORNIA IS BURNING DOWN BECAUSE OF CLIMATE CHANGE WHEN SO MANY PEOPLE HAVE BEEN ARRESTED FOR STARTING THE FIRES AND BLM SAID PUBLICLY THEY ARE GOING TO BURN DOWN AMERICA..,0,1
1305846981856722945,@DanRather BLM Supporter arrested for setting fires in California one of six activist caught to date who have set fires. Destruction &amp; violence seems to be the message from the radical leftist. \n\nAmerican wake up! #VoteRED2020RemoveEveryDemocrat #DemocratsAreMarxists https://t.co/DjhlES87kr,0,1
1305699627744854016,@JoeBiden @realDonaldTrump Have your paid ANFITA/BLM STOP LIGHTING CALIFORNIA FIRES....\n\nThey arrested 1 of them yesterday for setting fires.....,0,1
1305605834756456449,"@GeorgePapa19 Yep, 1 BLM Arrested for lightening fires....in California...\n\nCaught in the act....",0,1
1304932685408645120,"If the fires in California, Oregon and Washington are not the result of arson why have several people been arrested for intentionally starting forest fires the last few days, including a BLM member who live-streamed himself starting one of the fires https://t.co/QeVUDOIZDs",0,1
1304905926374076417,Americans lock &amp; loaded they have arrested 9 BLM and ANTIFA members starting fires in California &amp; I am breathing in their smoke. They should stay far away from me. Omar is crying because ICE is deporting illegals from Somalia in her district sure wish they would send her with! https://t.co/PMM2b7p0KW,0,1
1304814940373409794,ANTIFA &amp; BLM are starting fires in CA. 5 different fires started just last night along I-5 in California they are now trying to burn CA. How many more will die because these people are having a tantrum. They have only arrested one for starting 4 other fires.See something call 911,0,1
1304571804564873217,#Antifa are now claiming they did not start California wild fire that it was All #BLM \n\nOne had been arrested And released after being caught burning a store during #BLMRiots \nThe federal government is talking about holding money till they stop releasing the people starting fires https://t.co/Xqz7MNdsPt,0,1
1304524141618434055,@SenSanders I agree Bernard. Arson fires set intentionally or unintentionally are very expensive. Arson should be illegal. Wait. Arson is illegal. The ANTIFA or BLM terrorists who set those fires in Oregon and California should be arrested and prosecuted if they can be found. Some were found,0,1
1304145568009252866,I have been hearing reports of members of BLM&amp;Antifa have been arrested in Oregon setting fires. How many are the California fires set by arsonist. We know the Ranch Fire was set by accident if you want to call it that? As far as the ballot? How about crimes against humanity. https://t.co/nHoYO6651S,0,1
1304024036733845505,"Washington, Oregon and California are all seeing Forrest fires and we are being told Arsonists are being arrested in record numbers . Makes me think Marxist BLM (Burn Loot Murder) is upping their game . Thoughts ? https://t.co/JPabp5McKl",0,1
1296316559191707648,"@GavinNewsom The fires in California are being started by people that are on a mission to burn down Ca.And it’s working.The culprits are illegals,terrorists from Antifa and BLM &amp; the homeless camped out in our parks and cities.Look at the person arrested for the Salinas fire he’s an illegal!!",0,1
1305828424020303873,"@JustinBrannan The wildfires may be causing a climate crisis but the actual fires were man made, not caused by a climate crisis. Another person was arrested yesterday for attempting to start a brush fire in California.",0,1
1226157228362797057,"@CNN California, Brazil, Australia and others, all arrested arsonist for starting these fires(not wildfires). Some were even hired by foundations that fight climate change. Whoever reads this, let that sink in. #UNaturalCatastrophes\n#factsmatter",0,1
1217292585892548608,Bernie Australia is on fire California fires\nAustralia arrested 100 people that set fires\nCalifornia didn’t do forest management that made the fires worse\nTruth,0,1
1304438551648452610,@MattWalshBlog There has been poor forest management in California for years and that’s not climate change related. Several people have been arrested for starting fires so that’s not climate change related either.,0,1
1304770931684864000,"@Oscar49554084 @MultCoSO @Corbett_Fire Hi Oscar! Some fires may be accidental, &amp; some may be natural, but many people are being arrested for intentionally setting fires. Also, years of poor forest management in California makes theirs much worse. Whether that was intentional would be hard to prove but it's suspected.",0,1
1305525613818765313,"@RobertKennedyJr Um... Could it have to do with the dozen or so people they've arrested for arson? Also, the California fire was started by a smoke bomb for a gender reveal party. \nLack of proper forest management has much to do with the spread of the fire. We're also in La Nina weather pattern.",0,1
1305827697193635847,I was first in USA 55 years ago &amp; there were wildfires in Ca then so why is it suddenly Trumps fault? California is one of the worst places on earth for forest fires BECAUSE they have poor forest management.\nPS the guy arrested yesterday throwing molotovs into forest is BLM fan.,0,1
1306168205220642821,Obama and dems: CLIMATE CHANGE AND OCEANS RISING \n\nalso Obama: drops 15mil on beachfront property\n\nCalifornia &amp; oregon fires: CLIMATE CHANGE\n\nAlso cali has no forest management and 30+ arsonists were arrested for starting fires. Dems create state of emergency -&gt; federal$,0,1
1306671951377698817,"Yeah, who cares about far left arsonists who were arrested? Who cares about decades of failed California and leftist state forest management?\nSen. Feinstein: Cali Fires Mainly Caused by Lightning -- Increase in Lightning Fueled by Climate Change | CNSNews\nhttps://t.co/5UVQQATKcv",0,1
1307050494871863296,@SomeBitchIKnow Well they actually arrested up to four people between California Oregon and Washington. People do start fires. Climate change is not responsible. Forest management needs to happen or else fires will continue to burn acres and acres and acres of land.,0,1
1310470216338432001,Did you read about the 200 ecco-terrorists arrested in Australia for starting the deadly fires last year? Poor forest management &amp; arson are the reasons California is burning. https://t.co/QAmoo9L6CV,0,1
1311429721649971200,"@RadioFreeTom There was a lot of people that got arrested for arson with them fires. He’s also right, you have to have better forest management and California has never had good management. Liberals don’t like to be called out for their behavior and it’s not right and then they turn on him.",0,1
1438101706391363590,"When will Republicans learn that California likes their growing homeless/tent cities, astronomical housing prices that causes homeless/tent cities, bad forest management that causes wildfires, &amp; not to mention being arrested for sitting on a beach. Gavin Newsom in a landslide.",0,1
1086647994668273669,"@realDonaldTrump @JimInhofe #Trumponianlies \n""never been so many apprehensions ever in our history"" (re: border). 2001: 1.6 million arrested/apprehended\n(Re: California wildfire) ""would never happen with proper forest management"" PG&amp;E aware of sparking in high power lines and didn't immediately address",0,1
1303693190231240706,@MeatManNate @GavinNewsom They also used lasers to start most of those fires . If you look at the burning area where they are putting the light rail system those were the areas they burned out with lasers. The California government needs to be arrested.. Cal government responsible and is evil.,0,1
1487215894182993922,@SmithTibby I posted this yesterday and not sure if you saw it or not and I think you’ll appreciate it. Btw the lasers are from the Paradise California “Wildfires” and the Australian ones when they last used these specific D.E.W.S. (Direct energy weapons system)\n#Namaste💚🙏 https://t.co/gtmNQQ76e0,0,1
1354966008507711489,"Per Marjorie Taylor Greene, the California wildfires were started not by climate change but by a Jewish Space Laser https://t.co/LafFlSkgCz",0,1
1433225192357072898,#ClimateCrisis a hoax bioweapon created by #China #WuhanLabLeak No #HurricaneIda No #California #WildFires Listen to #Trump #Pompeo who know best #COVIDIOTS #GOPTraitors #ProudBoys #TrumpVirus #BittenBiden #BlinkingBlinken,0,1
1304018312913997825,Directed Energy Weapons (DEW)\n\nWildfire 2017 California Drone footage \nhttps://t.co/m2srQvrdAN\n\nFOX NEWS ADMITS GOVERNMENT USING LASERS (DEW) BEFORE CA FIRES\nhttps://t.co/kqKOaHAYix,0,1
1304635465342095360,@GavinNewsom Drop spraying fire from drone over California not global warming https://t.co/5QMPu7up1n,0,1
1304787235062022144,"Here is the fire drone video that Twitter, Google, and YouTube are currently censoring, is this exposing how California, Colorado and Montana fires are being started? Is this political bullshit? 🔥 https://t.co/OVTod6oZEK",0,1
1304793461644759041,"🔥""#WILDFIRES"" Everywhere🔥\n👇👇👇👇👇👇👇👇👇👇👇\n\n#FireDrone #Fire #Drone \n#California #MoriaCamp \n#Moria #AustralianBushFires\n#ParadiseFires #AmazonFires #DEW #Agenda21 https://t.co/hdw2Tzp2ei",0,1
1304855800222015488,HERE'S A DRONE w/LASER THAT IS PURPOSELY STARTING FIRES IN CALIFORNIA! THERE'S NO CLIMATE CHANGE! THIS IS THE DEMS WANTING MONEY &amp; TO REMOVE YOU FROM YOUR PROPERTY! OUR CORRUPT DEMS SOLD LAND TO CHINA! THAT'S WHY YOUR SEEING ALL THESE FIRES! VOTE DEMS OUT! https://t.co/ZraYZK0BFd,0,1
1304864730801209345,"US California / Is that the source of all this wildfires in California? Here is the fire drone video that Twitter, Google, and YouTube didn't want us to see. https://t.co/ucuJE7gCiN",0,1
1304867928970465280,"@ItsAboutTime45 Fire drones, California set their own state on fire!",0,1
1304895630758866947,"Drone spits fire in west US, California. @FBI officials revealed https://t.co/qLqFLxbpja",0,1
1156704715582922758,"@chrislhayes US President Donald Trump, in phone talks with Vladimir Putin, offered assistance to Moscow in fighting wildfires in Siberia- but that was not the kind of help he offered to the people of California. Russia first America last!",0,1
1156759828913676293,Trump told Putin that he offered our assistance to Russia with battling wildfires in Siberia — after attacking California for not raking up leaves in the forests. Trump continues to support Russia over the USA! #Treason #PutinsPuppet https://t.co/hX0mLr468s via @politico,0,1
1405100517487951878,"@GOPLeader Do you want to talk about a president being a patsy for Putin? When California (YOUR STATE) was burning, Trump said no money for you, rake the forest floor. But he sent all sorts of aid and assistance to Putin for Russia's wildfires! https://t.co/a3RJaBomLm",0,1
940861374665719810,REAL scientists decimate idiot claims by Left-wing climate kooks Gore and Brown that California’s wildfires are the “new normal” https://t.co/4aPACswuUQ,0,1
1032476327813816320,"California is burning because of failed, ill-conceived left-wing ""global warming"" policies https://t.co/ODvzDj9cfG\n\n(Natural News) Wildfires are swallowing up the West Coast, with the states of California and Oregon facing thousands upon thousands of acres of blazing forests. S… https://t.co/8miLYkICqS",0,1
1061240853291827200,"@realDonaldTrump If these left wing wildfires in California don’t stop soon, we will vote them out of office ! These left wing fires are blaming climate change !",0,1
1062396796771749888,"The deaths in California wildfires are a direct result of the liberal policies of the state, you have to use proper forest management to reduce these fires, Serria club and other liberal left wing activists are also to blame....",0,1
1311005185339281408,"THANKS TO ANTIFA &amp; #BLM!!! California wildfire triples in size as Glass Fire rages through Napa, Sonoma counties https://t.co/NEdT3ISyKe",0,1
1457580258287230977,"Umm? 🤔\nWhere's @GavinNewsom? \n\nU.S. Marines arrested disgraced California Governor Gavin Newsom on 1 November, delivering another major blow to the Deep State hegemony’s plans to impose permanent lockdowns and enslave law-abiding American citizens.\nhttps://t.co/mpwJDl9XHH",0,0
1457715262795440132,"U.S. Marines arrested disgraced California Governor Gavin Newsom on 1 November, delivering another major blow to the Deep State h",0,0
1457732846609567744,"Now that Gavin Newsom has been arrested, let's assume NO MORE MANDATES in California!",0,0
1457836732972339204,@GavinNewsom I heard you were arrested and attempted suicide? I may not like what you’ve done to California but I sure hope you didn’t try to hurt yourself. You need to stand accountable.,0,0
1457853317632053251,"Was Gavin Newsom Arrested, Where Is He Now? California Gov. Went Missing After Receiving Moderna Booster Shot https://t.co/z735xP0UVR",0,0
1459133499336704037,WIE HEEFT ER OOK TOEVALLIG EEN ALEXA IN HUIS????\nIK WIL OOK WAT WETEN😉😂\n\nBREAKING: Alexa confirms that Governor of California Gavin Newsom was arrested for violence and child abuse. \n\nTrump is taking care of business. \n\n@NicholasVeniamin https://t.co/xadFd3KnXk,0,0
1459305216159928322,👂\nBREAKING: Alexa confirms that Governor of California Gavin Newsom was arrested for violence and child abuse. https://t.co/soS9zn5pBs,0,0
1464054023431106568,"@PapiTrumpo U.S. Marines arrested a bedridden and intubated Gavin Newsom because he had fallen deathly ill after receiving a Covid-19 booster at his California mansion November 1, after which he was shipped to Guantanamo Bay and recovered from a 14-day vaccin coma.\n\nCharged with treason, https://t.co/XmImlNDLVQ",0,0
1457420932440633346,"@BuzzPatterson I’m hearing that U.S. Marines arrested disgraced California Governor Gavin Newsom on 1 November. The arrest took place at Newsom’s lavish $4m estate in Fair Oaks, California, days after he received a Covid-19 booster shot and fell violently ill. 🤔",0,0
1470782403841081350,Genius 🔥🔥🔥👏👏👏\n\n#DemocratsDeliver nothing but mayhem and corruption. \n\nCalifornia Store Owner Prices All Items At $951 So Thieves Can Be Prosecuted https://t.co/QE9dhz85zx,0,0
1468748218926252042,OMG! IF THIS IS TRUE IT’S BRILLIANT!!!\n🚨California store owner raises prices to $951 so shop lifters can be prosecuted! https://t.co/T7QkTrHWT9,0,0
1468807593208401921,California Store Owner Prices All Items At $951 So Thieves Can Be Prosecuted https://t.co/1c9R3xcDd3,0,0
1459606312195538945,"@KayaJones Yeah, Lancaster, California, isn’t thankful enough to Joe Biden for 6.99𝑔𝑎𝑠.𝐴𝑠𝑖𝑓𝑡ℎ𝑒𝑦𝑤𝑒𝑟𝑒𝑡ℎ𝑎𝑛𝑘𝑓𝑢𝑙𝑓𝑜𝑟5.99 gas.",0,0
